,name,github_id,category,github_url,homepage,updated_github_id,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,new_addition
0,vector,timberio/vector,data-loading,https://github.com/vectordotdev/vector,https://github.com/vectordotdev/vector,vectordotdev/vector,MPL-2.0,2018-08-27 16:57:34,2023-03-01 08:29:15,2023-03-01 08:29:14,994.0,1612.0,4989.0,12856.0,9302.0,2023-02-27 19:32:46,0.28.0,335394.0,7622.0,57.0,A high-performance observability data pipeline.,993.0,993.0,306.0,31,True,1.0,,,
1,polars,ritchie46/polars,data-loading,https://github.com/pola-rs/polars,https://github.com/pola-rs/polars,pola-rs/polars,MIT,2020-05-13 19:45:33,2023-03-01 09:03:43,2023-03-01 08:59:20,729.0,459.0,2588.0,14631.0,5558.0,2023-02-26 10:31:07,py-0.16.9,,,46.0,"Fast multi-threaded, hybrid-out-of-core DataFrame library in Rust | Python | Node.js.",1042.0,1042.0,182.0,26,True,1.0,,,
2,rayon,rayon-rs/rayon,data-loading,https://github.com/rayon-rs/rayon,https://github.com/rayon-rs/rayon,,Apache-2.0,2014-10-02 15:38:05,2023-02-27 19:27:21,2023-02-27 19:12:46,393.0,139.0,339.0,8219.0,1977.0,,,,,,Rayon: A data parallelism library for Rust.,170978.0,170978.0,134.0,26,True,1.0,11.0,,
3,nalgebra,dimforge/nalgebra,ml-frameworks,https://github.com/dimforge/nalgebra,https://github.com/dimforge/nalgebra,,Apache-2.0,2013-05-14 19:10:06,2023-02-27 10:24:54,2023-01-14 16:57:31,371.0,244.0,358.0,3098.0,2635.0,,,,,,Linear algebra library for Rust.,31500.0,31500.0,190.0,25,True,1.0,,,
4,petgraph,petgraph/petgraph,graph,https://github.com/petgraph/petgraph,https://github.com/petgraph/petgraph,,Apache-2.0,2014-12-22 08:15:12,2023-02-27 23:15:26,2023-02-27 23:15:26,234.0,113.0,135.0,2040.0,1266.0,,,,,,Graph data structure library for Rust.,81780.0,81780.0,97.0,25,True,1.0,10.0,,
5,arrow-rs,apache/arrow-rs,data-loading,https://github.com/apache/arrow-rs,https://github.com/apache/arrow-rs,,Apache-2.0,2021-04-17 15:40:05,2023-03-01 08:07:25,2023-03-01 08:07:25,367.0,278.0,1354.0,1413.0,4650.0,,,,,,Official Rust implementation of Apache Arrow.,5588.0,5588.0,385.0,24,True,2.0,,,
6,MeiliSearch,meilisearch/MeiliSearch,apps,https://github.com/meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,,MIT,2018-04-23 11:45:28,2023-02-28 19:08:27,2023-02-28 18:21:11,1197.0,100.0,1303.0,34107.0,,2023-02-23 15:48:18,1.0.2,77120.0,2856.0,100.0,"A lightning-fast search engine that fits effortlessly into your apps, websites, and workflow.",,,151.0,23,True,1.0,,,
7,rust-csv,BurntSushi/rust-csv,data-loading,https://github.com/BurntSushi/rust-csv,https://github.com/BurntSushi/rust-csv,,Unlicense,2014-03-22 06:58:51,2023-02-17 23:01:56,2023-02-14 02:41:29,184.0,45.0,147.0,1374.0,444.0,,,,,,"A CSV parser for Rust, with Serde support.",67096.0,67096.0,49.0,23,True,2.0,10.0,,
8,memchr,BurntSushi/memchr,nlp,https://github.com/BurntSushi/memchr,https://github.com/BurntSushi/memchr,,Unlicense,2015-06-11 23:01:31,2023-02-13 14:17:44,2022-07-14 17:19:37,70.0,7.0,42.0,467.0,181.0,,,,,,Optimized string search routines for Rust.,399343.0,399343.0,34.0,23,True,1.0,11.0,,
9,tantivy,tantivy-search/tantivy,apps,https://github.com/quickwit-oss/tantivy,https://github.com/quickwit-oss/tantivy,quickwit-oss/tantivy,MIT,2016-01-11 08:32:16,2023-03-01 08:06:49,2023-03-01 08:01:52,454.0,243.0,568.0,7698.0,,2023-02-10 04:26:52,0.19.2,,,42.0,Tantivy is a full-text search engine library inspired by Apache Lucene and written in Rust.,1099.0,1099.0,121.0,22,True,1.0,,,
10,rusoto,rusoto/rusoto,ml-frameworks,https://github.com/rusoto/rusoto,https://github.com/rusoto/rusoto,,MIT,2015-07-15 00:22:17,2022-12-20 23:02:57,2022-04-25 02:35:58,408.0,218.0,685.0,2607.0,3175.0,2022-04-25 05:12:51,rusoto-v0.48.0,,,42.0,AWS SDK for Rust.,297.0,297.0,189.0,22,True,1.0,,,
11,linfa,rust-ml/linfa,ml-frameworks,https://github.com/rust-ml/linfa,https://github.com/rust-ml/linfa,,Apache-2.0,2018-04-05 07:03:30,2023-02-25 18:33:47,2023-02-25 18:30:49,156.0,37.0,79.0,2392.0,301.0,2022-06-15 05:07:41,0.6.0,,,8.0,A Rust machine learning framework.,243.0,243.0,32.0,22,True,1.0,,,
12,synth,openquery-io/synth,data-loading,https://github.com/shuttle-hq/synth,https://github.com/shuttle-hq/synth,shuttle-hq/synth,Apache-2.0,2020-08-09 08:51:34,2023-02-10 05:15:58,2023-01-05 21:14:18,77.0,67.0,76.0,1060.0,337.0,2022-11-20 18:01:03,0.6.9,5263.0,210.0,35.0,The Declarative Data Generator.,106.0,106.0,29.0,22,True,2.0,,,
13,aho-corasick,BurntSushi/aho-corasick,nlp,https://github.com/BurntSushi/aho-corasick,https://github.com/BurntSushi/aho-corasick,,Unlicense,2015-06-11 23:02:10,2023-02-27 16:22:09,2023-02-27 16:22:06,74.0,1.0,49.0,702.0,227.0,,,,,,A fast implementation of Aho-Corasick in Rust.,317786.0,317786.0,29.0,22,True,1.0,11.0,,
14,tvm,apache/tvm,ml-frameworks,https://github.com/apache/tvm,https://github.com/apache/tvm,,Apache-2.0,2016-10-12 22:20:28,2023-03-01 09:07:03,2023-03-01 08:36:38,2754.0,432.0,2428.0,9097.0,,2022-10-17 17:44:22,0.10.0,2074.0,33.0,12.0,"Open deep learning compiler stack for cpu, gpu and specialized accelerators.",,,869.0,21,True,1.0,,['binding'],
15,fst,BurntSushi/fst,data-loading,https://github.com/BurntSushi/fst,https://github.com/BurntSushi/fst,,Unlicense,2015-09-05 00:25:46,2023-02-27 11:12:55,2023-02-27 11:11:03,96.0,20.0,57.0,1539.0,266.0,,,,,,Represent large sets and maps compactly with finite state transducers.,9789.0,9789.0,25.0,21,True,2.0,,,
16,opencv-rust,twistedfall/opencv-rust,image,https://github.com/twistedfall/opencv-rust,https://github.com/twistedfall/opencv-rust,,MIT,2015-04-14 06:32:54,2023-02-14 08:46:05,2023-02-14 08:44:46,114.0,23.0,344.0,1290.0,1145.0,,,,,,Rust bindings for OpenCV 3 & 4.,880.0,880.0,36.0,21,True,1.0,,['binding'],
17,cgmath,rustgd/cgmath,image,https://github.com/rustgd/cgmath,https://github.com/rustgd/cgmath,,Apache-2.0,2013-08-26 05:16:44,2022-10-23 17:42:47,2022-04-16 17:32:31,151.0,55.0,121.0,1018.0,1580.0,,,,,,A linear algebra and mathematics library for computer graphics.,13361.0,13361.0,98.0,21,True,1.0,,,
18,whatlang-rs,greyblake/whatlang-rs,nlp,https://github.com/greyblake/whatlang-rs,https://github.com/greyblake/whatlang-rs,,MIT,2016-11-05 21:26:51,2022-12-10 11:48:25,2022-12-10 11:48:25,55.0,7.0,45.0,824.0,557.0,2022-10-23 14:15:03,0.16.2,,,4.0,Natural language detection library for Rust. Try demo online: https://whatlang.org/.,1336.0,1336.0,23.0,21,True,1.0,,,
19,statrs,boxtown/statrs,ml-frameworks,https://github.com/statrs-dev/statrs,https://github.com/statrs-dev/statrs,statrs-dev/statrs,MIT,2016-03-11 06:38:50,2022-12-31 11:04:54,2022-09-09 23:13:40,58.0,31.0,81.0,400.0,604.0,2021-06-30 22:40:18,0.15.0,,,2.0,Statistical computation library for Rust.,15298.0,15298.0,26.0,21,True,1.0,,,
20,sonic,valeriansaliou/sonic,apps,https://github.com/valeriansaliou/sonic,https://github.com/valeriansaliou/sonic,,MPL-2.0,2019-02-26 13:16:58,2023-01-08 19:14:14,2023-01-08 19:14:11,513.0,59.0,197.0,17848.0,678.0,2022-10-20 08:47:16,1.4.0,,,25.0,"Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM.",,,36.0,20,True,2.0,,,
